Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,19-Mar-2014,30-Jun-2016,CE,4200.00,-,-,-,2200.00,2200.00,3196.70,-,-,-,29200.00,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,4100.00,-,-,-,3117.75,-,3275.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,4000.00,-,-,-,3176.30,-,3355.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3900.00,-,-,-,2845.00,2845.00,3434.25,-,-,-,47300.00,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3800.00,-,-,-,3294.60,-,3513.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3700.00,-,-,-,3212.75,-,3592.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3600.00,-,-,-,3156.30,-,3671.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3500.00,-,-,-,3152.25,-,3751.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3400.00,-,-,-,3095.35,-,3830.30,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3300.00,-,-,-,3066.25,-,3909.55,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3200.00,-,-,-,3033.30,-,3988.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3100.00,-,-,-,3007.30,-,4068.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,3000.00,-,-,-,2974.90,-,4147.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,2900.00,-,-,-,2941.35,-,4226.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,2800.00,-,-,-,2856.20,-,4305.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,30-Jun-2016,CE,2700.00,-,-,-,2848.85,-,4384.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8900.00,-,-,-,666.65,-,542.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8800.00,-,-,-,805.25,-,573.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8700.00,-,-,-,409.50,409.50,606.35,-,-,-,4400.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8600.00,-,-,-,889.70,-,640.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8500.00,-,-,-,580.05,-,676.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8400.00,-,-,-,634.25,-,713.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8300.00,-,-,-,669.10,-,752.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8200.00,-,-,-,705.35,-,792.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8100.00,-,-,-,743.00,-,834.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,8000.00,-,-,-,782.05,-,877.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7900.00,-,-,-,637.35,637.35,922.50,-,-,-,4400.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7800.00,-,-,-,612.00,612.00,968.90,-,-,-,4850.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7700.00,-,-,-,971.30,-,1016.80,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7600.00,-,-,-,1072.75,-,1066.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7500.00,-,-,-,954.50,954.50,1117.50,-,-,-,1200.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7400.00,-,-,-,699.00,699.00,1170.00,-,-,-,3350.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7300.00,-,-,-,1580.30,-,1224.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7200.00,-,-,-,1537.75,-,1279.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7100.00,-,-,-,1543.30,-,1336.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,7000.00,-,-,-,1417.00,-,1394.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6900.00,-,-,-,1443.85,-,1453.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6800.00,-,-,-,1427.35,-,1514.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6700.00,-,-,-,1405.60,-,1576.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6600.00,-,-,-,1499.45,-,1639.55,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6500.00,-,-,-,1510.00,1510.00,1703.85,-,-,-,26850.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6400.00,-,-,-,1380.00,1380.00,1769.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6300.00,-,-,-,1549.70,1549.70,1835.60,-,-,-,183850.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6200.00,-,-,-,1495.00,1495.00,1902.95,-,-,-,150000.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6100.00,-,-,-,1535.00,1535.00,1971.20,-,-,-,538600.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,6000.00,-,-,-,1447.55,1447.55,2040.25,-,-,-,55450.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5900.00,-,-,-,1295.00,1295.00,2110.10,-,-,-,58350.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5800.00,-,-,-,1654.50,-,2180.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5700.00,-,-,-,1499.00,1499.00,2251.80,-,-,-,55000.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5600.00,-,-,-,1520.00,1520.00,2323.55,-,-,-,25000.00,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5500.00,-,-,-,1757.60,-,2395.80,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5400.00,-,-,-,1793.30,-,2468.55,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5300.00,-,-,-,1829.75,-,2541.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5200.00,-,-,-,1866.90,-,2615.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5100.00,-,-,-,1904.75,-,2689.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,5000.00,-,-,-,1943.30,-,2763.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4900.00,-,-,-,1982.60,-,2837.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4800.00,-,-,-,2022.60,-,2912.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4700.00,-,-,-,2063.40,-,2986.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4600.00,-,-,-,2104.90,-,3061.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4500.00,-,-,-,2147.15,-,3136.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4400.00,-,-,-,2190.15,-,3211.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4300.00,-,-,-,2233.90,-,3286.55,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4200.00,-,-,-,2278.40,-,3361.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4100.00,-,-,-,2323.55,-,3436.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,4000.00,-,-,-,2369.55,-,3512.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3900.00,-,-,-,2416.30,-,3587.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3800.00,-,-,-,2463.80,-,3662.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3700.00,-,-,-,2512.00,-,3737.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3600.00,-,-,-,2561.00,-,3813.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3500.00,-,-,-,2610.70,-,3888.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3400.00,-,-,-,2661.15,-,3963.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3300.00,-,-,-,2712.30,-,4039.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3200.00,-,-,-,2764.10,-,4114.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3100.00,-,-,-,2816.65,-,4189.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,3000.00,-,-,-,2869.85,-,4264.95,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,2900.00,-,-,-,2923.75,-,4340.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Dec-2016,CE,2800.00,-,-,-,2978.25,-,4415.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8900.00,-,-,-,869.50,-,743.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8800.00,-,-,-,994.65,-,778.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8700.00,-,-,-,1127.85,-,815.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8600.00,-,-,-,1059.65,-,853.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8500.00,-,-,-,742.20,-,892.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8400.00,-,-,-,800.95,-,932.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8300.00,-,-,-,838.55,-,974.55,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8200.00,-,-,-,877.35,-,1017.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8100.00,-,-,-,917.45,-,1061.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,8000.00,-,-,-,958.80,-,1107.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7900.00,-,-,-,1001.40,-,1154.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7800.00,-,-,-,1005.40,-,1202.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7700.00,-,-,-,1140.45,-,1252.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7600.00,-,-,-,1238.30,-,1303.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7500.00,-,-,-,1383.60,-,1355.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7400.00,-,-,-,1237.00,-,1408.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7300.00,-,-,-,1273.95,-,1462.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7200.00,-,-,-,1133.85,-,1517.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7100.00,-,-,-,1380.60,-,1574.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,7000.00,-,-,-,1415.60,-,1632.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6900.00,-,-,-,1249.05,-,1690.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6800.00,-,-,-,1287.00,-,1750.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6700.00,-,-,-,1325.55,-,1811.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6600.00,-,-,-,1603.00,1603.00,1873.05,-,-,-,100000.00,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6500.00,-,-,-,1405.35,-,1935.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6400.00,-,-,-,1446.60,-,1999.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6300.00,-,-,-,1488.70,-,2063.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6200.00,-,-,-,1641.00,1641.00,2128.25,-,-,-,75000.00,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6100.00,-,-,-,1615.85,1615.85,2193.95,-,-,-,50000.00,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,6000.00,-,-,-,1620.25,-,2260.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5900.00,-,-,-,1665.85,-,2327.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5800.00,-,-,-,1712.10,-,2394.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5700.00,-,-,-,1759.40,-,2462.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5600.00,-,-,-,1807.50,-,2531.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5500.00,-,-,-,1856.40,-,2600.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5400.00,-,-,-,1906.15,-,2669.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5300.00,-,-,-,1956.65,-,2739.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5200.00,-,-,-,2007.95,-,2809.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5100.00,-,-,-,2060.00,-,2879.30,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,5000.00,-,-,-,2112.75,-,2949.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4900.00,-,-,-,2166.25,-,3020.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4800.00,-,-,-,2220.45,-,3091.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4700.00,-,-,-,2275.30,-,3162.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4600.00,-,-,-,2330.80,-,3233.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4500.00,-,-,-,2386.90,-,3304.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4400.00,-,-,-,2443.60,-,3375.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4300.00,-,-,-,2500.80,-,3447.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4200.00,-,-,-,2558.60,-,3518.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4100.00,-,-,-,2616.85,-,3589.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,4000.00,-,-,-,2675.55,-,3661.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3900.00,-,-,-,2734.70,-,3732.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3800.00,-,-,-,2794.25,-,3804.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3700.00,-,-,-,2854.15,-,3875.95,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3600.00,-,-,-,2914.40,-,3947.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3500.00,-,-,-,2974.95,-,4019.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3400.00,-,-,-,3035.75,-,4090.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3300.00,-,-,-,3096.80,-,4162.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,29-Jun-2017,CE,3200.00,-,-,-,3014.55,-,4233.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8900.00,-,-,-,1076.20,-,954.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8800.00,-,-,-,1183.20,-,992.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8700.00,-,-,-,1318.35,-,1031.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8600.00,-,-,-,1228.30,-,1071.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8500.00,-,-,-,910.95,-,1113.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8400.00,-,-,-,972.90,-,1155.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8300.00,-,-,-,1012.45,-,1199.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8200.00,-,-,-,1053.10,-,1244.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8100.00,-,-,-,1095.10,-,1289.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,8000.00,-,-,-,1137.95,-,1336.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7900.00,-,-,-,1181.90,-,1384.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7800.00,-,-,-,1182.85,-,1433.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7700.00,-,-,-,1187.00,-,1483.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7600.00,-,-,-,1231.60,-,1534.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7500.00,-,-,-,1277.25,-,1586.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7400.00,-,-,-,1323.90,-,1639.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7300.00,-,-,-,1371.40,-,1693.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7200.00,-,-,-,1420.00,-,1748.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7100.00,-,-,-,1469.60,-,1804.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,7000.00,-,-,-,1520.15,-,1861.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6900.00,-,-,-,1571.60,-,1918.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6800.00,-,-,-,1623.95,-,1977.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6700.00,-,-,-,1677.15,-,2036.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6600.00,-,-,-,1731.20,-,2096.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6500.00,-,-,-,1786.05,-,2156.75,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6400.00,-,-,-,1841.70,-,2218.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6300.00,-,-,-,1898.05,-,2280.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6200.00,-,-,-,1955.10,-,2342.55,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6100.00,-,-,-,2012.80,-,2405.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,6000.00,-,-,-,2071.10,-,2469.30,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5900.00,-,-,-,2130.00,-,2533.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5800.00,-,-,-,2189.45,-,2598.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5700.00,-,-,-,2249.40,-,2663.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5600.00,-,-,-,2309.85,-,2728.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5500.00,-,-,-,2370.70,-,2794.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5400.00,-,-,-,2431.95,-,2860.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5300.00,-,-,-,2493.55,-,2926.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5200.00,-,-,-,2555.50,-,2993.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5100.00,-,-,-,2617.70,-,3059.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,5000.00,-,-,-,2680.20,-,3126.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4900.00,-,-,-,2742.90,-,3194.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4800.00,-,-,-,2805.80,-,3261.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4700.00,-,-,-,2868.90,-,3328.85,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4600.00,-,-,-,2932.10,-,3396.40,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4500.00,-,-,-,2995.50,-,3464.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4400.00,-,-,-,3058.95,-,3531.80,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4300.00,-,-,-,3122.55,-,3599.60,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4200.00,-,-,-,3186.15,-,3667.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4100.00,-,-,-,3249.90,-,3735.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,4000.00,-,-,-,3447.15,-,3803.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,3900.00,-,-,-,3511.15,-,3871.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,3800.00,-,-,-,3575.15,-,3939.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,3700.00,-,-,-,3639.20,-,4007.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,3600.00,-,-,-,3703.25,-,4075.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Dec-2017,CE,3500.00,-,-,-,3201.55,-,4143.15,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8900.00,-,-,-,1283.55,-,1169.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8800.00,-,-,-,1369.60,-,1209.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8700.00,-,-,-,1504.80,-,1249.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8600.00,-,-,-,1726.25,-,1291.95,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8500.00,-,-,-,1463.05,-,1334.70,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8400.00,-,-,-,1440.95,-,1378.35,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8300.00,-,-,-,1471.15,-,1422.95,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8200.00,-,-,-,1502.00,-,1468.45,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8100.00,-,-,-,1533.40,-,1514.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,8000.00,-,-,-,1565.50,-,1562.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7900.00,-,-,-,1598.15,-,1610.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7800.00,-,-,-,1631.50,-,1659.25,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7700.00,-,-,-,1668.95,-,1709.20,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7600.00,-,-,-,1677.90,-,1759.95,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7500.00,-,-,-,1472.65,-,1811.50,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7400.00,-,-,-,1507.10,-,1863.90,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7300.00,-,-,-,1542.25,-,1917.10,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7200.00,-,-,-,1578.10,-,1971.00,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7100.00,-,-,-,1614.70,-,2025.65,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,7000.00,-,-,-,1652.25,-,2081.05,-,-,-,-,-,6524.05
NIFTY,19-Mar-2014,28-Jun-2018,CE,6900.00,-,-,-,1690.35,-,2137.10,-,-,-,-,-,6524.05
